month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier,resale_identifier_hash
2012-03,ANG MO KIO,2 ROOM,172,ANG MO KIO AVE 4,06 TO 10,45,Improved,1986,250000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1,58,4,58 years 04 months,5555.555555555556,False,,S1722503A,e1a40ad1366d04ff7021389776e74b0a561c36502df3ca61cc4ee7490e75618c
2012-03,ANG MO KIO,2 ROOM,510,ANG MO KIO AVE 8,01 TO 05,44,Improved,1980,265000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2,52,4,52 years 04 months,6022.727272727273,False,,S5102503A,d268acdbe20fe8777a8bf477ea75783e175a22d15886afec3ed1331634ad17d4
2012-03,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,06 TO 10,68,New Generation,1980,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3,52,4,52 years 04 months,4632.35294117647,False,,S6103603A,449c935a78ba1fcc96a9cb584bd9b06826631f8e8a25da65620c0800c4e5cb97
2012-03,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,01 TO 05,67,New Generation,1984,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4,56,4,56 years 04 months,4776.119402985075,False,,S4743603A,76535e7bb8667e579ed798753cb0e6ffe6e93726e42bd3925612ad4c4bf56f53
2012-03,ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,01 TO 05,68,New Generation,1981,321000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6,53,4,53 years 04 months,4720.588235294118,False,,S1543603A,a1c1484b1ce2f2a698d91801feda57aa4a9cfa7b0e9a70cf13b10c3f2a558e89
2012-03,ANG MO KIO,3 ROOM,110,ANG MO KIO AVE 4,01 TO 05,67,New Generation,1978,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,7,50,4,50 years 04 months,4820.895522388059,False,,S1103603A,bae3612843f5eb7a0ac20f5bd650743ad05a00b90c815b67fb0458837768d5ec
2012-03,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,01 TO 05,67,New Generation,1979,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,8,51,4,51 years 04 months,4850.746268656716,False,,S4453603A,a2a9e524d5438708068165e61838b29ef783c1f30472ba4d3b03b3db754e88b4
2012-03,ANG MO KIO,3 ROOM,476,ANG MO KIO AVE 10,11 TO 15,67,New Generation,1979,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,9,51,4,51 years 04 months,4895.522388059701,False,,S4763603A,6aed3e0ec61b4cf45a7e996899edcb16dad437406ec9f798bf2e0118e3df5ace
2012-03,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,01 TO 05,67,New Generation,1985,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,10,57,4,57 years 04 months,4925.373134328358,False,,S6313603A,2a131e32b3826d81c87bc70eef87c066b7961082ad9f84bf1464a0ef9b962990
2012-03,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,11 TO 15,68,New Generation,1981,331000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,11,53,4,53 years 04 months,4867.64705882353,False,,S1553603A,1af05c67c79b1834c53c90f4aa87f3e7d012a93e81840519138b857184c36ff6
2012-03,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1980,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,12,52,4,52 years 04 months,4955.223880597015,False,,S5603603A,069db771af08c4c3224cf9fba622a36f20887e1527469bd27879587d17a37c90
2012-03,ANG MO KIO,3 ROOM,405,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1979,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,14,51,4,51 years 04 months,4970.149253731343,False,,S4053603A,652beec17dd8d9fb8886ab534e564adab6298c282803ac097aa13fda95b22c63
2012-03,ANG MO KIO,3 ROOM,548,ANG MO KIO AVE 10,01 TO 05,68,New Generation,1981,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,15,53,4,53 years 04 months,4926.470588235294,False,,S5483603A,688ad28db9dd5ed421dde39d2bef7e49b2d8c749525dc4848b49b0b56740ad9f
2012-03,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16,50,4,50 years 04 months,5014.925373134329,False,,S1263603A,e3f93bff268d2c058ee88634cabfefcfa4d48ecf1af8b00100cceddc5234d602
2012-03,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1980,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17,52,4,52 years 04 months,5014.925373134329,False,,S5583603A,51b3d5b2ac66cddb4eb0a743357fe0590842e0aa7cd6c1a9592dccd4280f905b
2012-03,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1977,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,18,49,4,49 years 04 months,5014.925373134329,False,,S2123603A,6510b3667b8ec22fabaeabb8d9f5550684aef68644ccc7204a3fdea1db728982
2012-03,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,06 TO 10,68,New Generation,1981,338000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,19,53,4,53 years 04 months,4970.588235294118,False,,S3333603A,9ac3008deb7e7acddcbdc1ef0d2ae7ee2942aa4c66d7121f84b9cb4cb1fc1acd
2012-03,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,06 TO 10,68,New Generation,1981,339000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,21,53,4,53 years 04 months,4985.294117647059,False,,S1513603A,35bdf54c2e273f9951d635e5fca2b545566bb43c2b459a602a00abc5ddccb7a0
2012-03,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,06 TO 10,68,New Generation,1981,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,22,53,4,53 years 04 months,5000.0,False,,S5033603A,1788d34bc09b3ab1ef0ad7194b93c0a4c91b64c2384686bb918129d6f258e7fd
2012-03,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1978,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,23,50,4,50 years 04 months,5074.626865671642,False,,S2303603A,5e8d508e29c2eaf4e3814da5c01befbb2647c9cf571f91e1041588778ab58450
2012-03,ANG MO KIO,3 ROOM,157,ANG MO KIO AVE 4,01 TO 05,69,New Generation,1980,342000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24,52,4,52 years 04 months,4956.521739130435,False,,S1573603A,e19969bf06279930cd3ff9f3e3ef1bfe7e0a6b23cceb4034b64248c8d4a03bdc
2012-03,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,01 TO 05,67,New Generation,1980,342000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,25,52,4,52 years 04 months,5104.477611940299,False,,S6043603A,4a595086faecffee130c418e62dd47d270b6acabcc52ba1c88828c05cf68ac63
2012-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1976,347000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,26,48,4,48 years 04 months,5179.104477611941,False,,S2133603A,13cd26e66909ce0874fc3086ea7ad1c455407fed9f926e9058f9df971033a43c
2012-03,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,16 TO 20,68,New Generation,1981,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,28,53,4,53 years 04 months,5147.058823529412,False,,S5493603A,008f14990872fdb593bf4bebdca4f99c9fc9790f3de6fd216d86e8c8da55631f
2012-03,ANG MO KIO,3 ROOM,201,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1977,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,29,49,4,49 years 04 months,5223.880597014925,False,,S2013603A,d8ed12e1d46ac3df9ac7880bbc9314167ca4b1272367a15d2b29b3bdca6aa3a6
2012-03,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,06 TO 10,67,New Generation,1980,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,30,52,4,52 years 04 months,5223.880597014925,False,,S5333603A,9e55694acb279fd89db9cc592ff0fb07ce8d1a70e7e70c1cbddce9ab6d2a9ab5
2012-03,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1979,353000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,32,51,4,51 years 04 months,5268.6567164179105,False,,S5713603A,241d738e9f5d88d568a0b473fcad09e816438f722e6f5dc666f3f772742c9ddb
2012-03,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,06 TO 10,68,New Generation,1980,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34,52,4,52 years 04 months,5250.0,False,,S4653603A,e491494002864ad482421f180e607128acec347a3a702a31927eedbd55fb916a
2012-03,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,35,50,4,50 years 04 months,5343.2835820895525,False,,S1193603A,380ac9f2a55ef0bf30047134a24b622cab07f64fe4c9baa26006d59a8b321265
2012-03,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,11 TO 15,68,New Generation,1980,367000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,38,52,4,52 years 04 months,5397.058823529412,False,,S6073603A,af56f51059226724f15e435b47f73a730a43e8e87138fe6656b9d48bde9242be
2012-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,06 TO 10,73,New Generation,1976,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,39,48,4,48 years 04 months,5041.095890410959,False,,S2163603A,a452d461ceac1c8ed59dd129b1510a73a9d761d5cbad43861d2f546c613fa645
2012-03,ANG MO KIO,3 ROOM,103,ANG MO KIO AVE 3,06 TO 10,73,New Generation,1978,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,40,50,4,50 years 04 months,5041.095890410959,False,,S1033603A,b58db69d68ec1adf28cd5aba16c21b96b6ddc467ab717358f5309eeb6a083f72
2012-03,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1979,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,41,51,4,51 years 04 months,5492.537313432836,False,,S5703603A,f87ac40534c85f3c78dcd27e72238c9cd9f1a53027938cbbd94e0438b1dfcce9
2012-03,ANG MO KIO,3 ROOM,127,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1978,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,42,50,4,50 years 04 months,5492.537313432836,False,,S1273603A,ef93a1750a45e7c6a90b934cc4d3f8ebd967af533621503be3a94006e0bc5e6b
2012-03,ANG MO KIO,3 ROOM,159,ANG MO KIO AVE 4,01 TO 05,82,New Generation,1980,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,43,52,4,52 years 04 months,4487.804878048781,False,,S1593603A,ecc41c813a5260367ed82add65fd6011b2abdc799234e937106fd08816ff4f81
2012-03,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1978,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44,50,4,50 years 04 months,5522.388059701492,False,,S1213603A,99744b0926aec3d0da79d157b440f135470b723c5c497c6570d3988b34201fa2
2012-03,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,06 TO 10,74,New Generation,1979,373000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,46,51,4,51 years 04 months,5040.540540540541,False,,S4183603A,1f538280469d50f9a858640fcce2d629d762b55cee5a76a0061c3ba809e7d00d
2012-03,ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1979,377000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47,51,4,51 years 04 months,5626.865671641791,False,,S5853603A,9b98226a446792c8f2d00fd417988c63d57df540e91799ddc42aa9fec87159e5
2012-03,ANG MO KIO,3 ROOM,120,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,379000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,48,50,4,50 years 04 months,5656.7164179104475,False,,S1203603A,8cb4461edbd548ba3367a73d9d4ca672c79953b3a5c4a656ee7c339083f666f1
2012-03,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,11 TO 15,74,New Generation,1979,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,49,51,4,51 years 04 months,5135.135135135135,False,,S4213603A,1638a57ca612c3014e0c30acc903a7041d8c4d28495b16db4408bba747641dc1
2012-03,ANG MO KIO,3 ROOM,173,ANG MO KIO AVE 4,01 TO 05,83,New Generation,1982,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,51,54,4,54 years 04 months,4578.313253012048,False,,S1733603A,aa2e17f83935f0a529cbeb434ed9f265c5e4ed6a12d8d7245a9afb286bba8825
2012-03,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,01 TO 05,82,New Generation,1981,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,52,53,4,53 years 04 months,4634.1463414634145,False,,S1783603A,bb328f6ae954e86e4bf3590c692c54f381261d701453a39ab3f20d9a68db4490
2012-03,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,11 TO 15,74,New Generation,1979,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,53,51,4,51 years 04 months,5202.7027027027025,False,,S4173603A,b98c4eb39a47f9e2b84f37258412a9cd977eb9d2360066e38354e3eccc1b0e4f
2012-03,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,01 TO 05,81,New Generation,1980,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,54,52,4,52 years 04 months,4753.086419753086,False,,S5093603A,9a5a8143e672b115bdea32b21ea6bf469e1cbc3024df64ceb6f277fe3ecdfaa5
2012-03,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1978,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,55,50,4,50 years 04 months,5820.895522388059,False,,S1283603A,2bda1d26c1897962c5e6852ecb3c8cc32e4816463de14c76c27611123755bbcf
2012-03,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,01 TO 05,73,New Generation,1978,392000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,56,50,4,50 years 04 months,5369.86301369863,False,,S3283603A,e509ffae3b500032f99de2c7cea09cca784546e2148742911f52876d09afc301
2012-03,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,01 TO 05,82,New Generation,1980,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,57,52,4,52 years 04 months,4853.658536585366,False,,S4633603A,de47fd09f33b43bbccb6c313d3d9ebff17a283ade24fa3861c6aad0100702211
2012-03,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,01 TO 05,82,New Generation,1980,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,58,52,4,52 years 04 months,4853.658536585366,False,,S5613603A,31e97afdf24a0410e4c239debb35c06bc3b9bb80daa351a523b4edaf05d2ecd0
2012-03,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,06 TO 10,82,New Generation,1980,399000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,59,52,4,52 years 04 months,4865.8536585365855,False,,S6233603A,301b4afdea2d9aa13728e8086a22c1fac95eeed01760627bcb56b5daf3f499db
2012-03,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,01 TO 05,81,New Generation,1980,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,60,52,4,52 years 04 months,4938.271604938272,False,,S5753603A,e6f57d1758134072d23445957adb9105b172e59b6137495b58be7b2f7487a53f
2012-03,ANG MO KIO,3 ROOM,587,ANG MO KIO AVE 3,01 TO 05,82,New Generation,1979,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,61,51,4,51 years 04 months,4878.048780487805,False,,S5873603A,4c52fa5c4b43f5f007dc86467a86894c15e704c9908886ae09fd4768f6bef8c5
2012-03,ANG MO KIO,3 ROOM,114,ANG MO KIO AVE 4,01 TO 05,88,New Generation,1978,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,62,50,4,50 years 04 months,4545.454545454545,False,,S1143603A,842457a4b3fc17466741afcdedda35aa68a699e85edbc9103364a748788d5937
2012-03,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,01 TO 05,82,New Generation,1976,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,63,48,4,48 years 04 months,4878.048780487805,False,,S2184803A,80661bd169858549d44636000a39262d5c8adf87aadc51035fb92d2129be77d7
2012-03,ANG MO KIO,3 ROOM,320,ANG MO KIO AVE 1,06 TO 10,73,New Generation,1977,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,64,49,4,49 years 04 months,5520.54794520548,False,,S3203603A,43de3a6acab6e0a78e43e7cf1f83b1c641d232d344cd375dd26618635661e01b
2012-03,ANG MO KIO,4 ROOM,601,ANG MO KIO AVE 5,01 TO 05,91,New Generation,1980,411000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,66,52,4,52 years 04 months,4516.483516483517,False,,S6014803A,12d10b25847ed277ee75603d8ba3035d17732fb64ff8cba23ca99bb5137503d8
2012-03,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,11 TO 15,73,New Generation,1978,414000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,67,50,4,50 years 04 months,5671.232876712329,False,,S3483603A,da61ce53b13fe0118dda32bbefbe47b1aef61f0dca511c4a64b12d8b29450c90
2012-03,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,06 TO 10,82,New Generation,1980,426888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,69,52,4,52 years 04 months,5205.951219512195,False,,S5233603A,1c837d91e02127059a1c66e6a9b1b21b758c1021ab73995f5cb6de825c31cc7e
2012-03,ANG MO KIO,4 ROOM,108,ANG MO KIO AVE 4,06 TO 10,92,New Generation,1978,427000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,70,50,4,50 years 04 months,4641.304347826087,False,,S1084803A,8ef1953868c56a8451372e8e290878bb9526894db1e01b2ff476035cb3467ae6
2012-03,ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,11 TO 15,82,New Generation,1984,428000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,71,56,4,56 years 04 months,5219.512195121952,False,,S4663603A,040b96f88579357986f7e6fa21eddb24573b38497167f379c03bf84ee85a41ad
2012-03,ANG MO KIO,4 ROOM,105,ANG MO KIO AVE 4,06 TO 10,92,New Generation,1978,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,72,50,4,50 years 04 months,4673.913043478261,False,,S1054803A,1700d52c0329dd0aa91db3ae07fc80d3f24959edd4d2079864803a9d9986521b
2012-03,ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1979,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,73,51,4,51 years 04 months,4706.521739130435,False,,S4384803A,94faadce8a151282b84081d9248de2c129fb38107dc6674291cafe24962107f4
2012-03,ANG MO KIO,4 ROOM,543,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1981,434000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,74,53,4,53 years 04 months,4717.391304347826,False,,S5434803A,9a6551d67bb06b3b75fb9c1dff3f493e011dc7cce47c3152406beeb79c3d4950
2012-03,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,06 TO 10,89,New Generation,1979,434800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,75,51,4,51 years 04 months,4885.393258426966,False,,S4163603A,3832c8f1a2d848ca1fb99e490201b75770536b3dec9a63859690b816c6581ec7
2012-03,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,06 TO 10,89,New Generation,1979,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,76,51,4,51 years 04 months,4887.640449438202,False,,S4193603A,5dbd4d1648d4f5f4fb35afc0da5e14ac580bcdf976af7c182cedfcdfd5148ee1
2012-03,ANG MO KIO,4 ROOM,442,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1979,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,77,51,4,51 years 04 months,4782.608695652174,False,,S4424803A,2be2461fdbb8e000d722285fd9d3606b0f5fe6421423a4ea2c4f11cd653bed22
2012-03,ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,01 TO 05,92,New Generation,1979,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,78,51,4,51 years 04 months,4815.217391304348,False,,S5734803A,20ca6f73aa9a8bd4e700e68258bc0d4c5ba1ad639e187ca3b0ab44b0486c528f
2012-03,ANG MO KIO,4 ROOM,542,ANG MO KIO AVE 10,11 TO 15,93,New Generation,1981,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,79,53,4,53 years 04 months,4784.94623655914,False,,S5424803A,023badf160dc6ac3a199e22b1b69be30090ab66387f8e10f578111080cf0d3b1
2012-03,ANG MO KIO,4 ROOM,544,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1981,448000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,80,53,4,53 years 04 months,4869.565217391304,False,,S5444803A,b4bf52e4ebf5bf3be6e0947ff746d6e2f6436189855401d4c7d566b371900c8c
2012-03,ANG MO KIO,4 ROOM,335,ANG MO KIO AVE 1,01 TO 05,91,New Generation,1982,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,81,54,4,54 years 04 months,5000.0,False,,S3354803A,0e6698d6040b50255ad08bdcddf77e78d6686cbecb5d1ca61a50e662cb3f2a68
2012-03,ANG MO KIO,4 ROOM,475,ANG MO KIO AVE 10,11 TO 15,91,New Generation,1979,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,82,51,4,51 years 04 months,5000.0,False,,S4754803A,872a52fae9f6ad68e1fc8d0afd47b894aa3c705bbc2f4ae7a211757221838ee8
2012-03,ANG MO KIO,4 ROOM,572,ANG MO KIO AVE 3,01 TO 05,92,New Generation,1979,457000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,83,51,4,51 years 04 months,4967.391304347826,False,,S5724803A,a79cebba7e99b5d86fbbb14736bdcd5c982b2e49ea7b40de29c2861b57d4fc90
2012-03,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,06 TO 10,88,New Generation,1978,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,84,50,4,50 years 04 months,5227.272727272727,False,,S3133603A,f283be20300b786fefbad51f3d1161b62260c00cf0736736ee7ac54592d5eaf0
2012-03,ANG MO KIO,4 ROOM,208,ANG MO KIO AVE 1,06 TO 10,88,New Generation,1976,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,85,48,4,48 years 04 months,5227.272727272727,False,,S2084803A,f08c3bb24c0f5b24b1c4c8c046cb42a13b111d87effbd00ce482087c9048cd39
2012-03,ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,06 TO 10,92,New Generation,1977,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,86,49,4,49 years 04 months,5000.0,False,,S2314803A,0a1f668374d176aa223c7f40e400fe1486ff93a33a7150a2c628c48c62ed991a
2012-03,ANG MO KIO,4 ROOM,435,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1979,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,87,51,4,51 years 04 months,5195.652173913043,False,,S4354803A,af7ff08e1f4079db0faf461377655187cbcaf773a19fc8bd4864a690d6ac7b91
2012-03,ANG MO KIO,4 ROOM,128,ANG MO KIO AVE 3,11 TO 15,92,New Generation,1978,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,88,50,4,50 years 04 months,5195.652173913043,False,,S1284803A,c7ed3a1c6cc98652373bde7f58ac42d3c3d50652cfcccadec430cc8e6f320856
2012-03,ANG MO KIO,4 ROOM,467,ANG MO KIO AVE 10,11 TO 15,92,New Generation,1979,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,89,51,4,51 years 04 months,5217.391304347826,False,,S4674803A,180ed544da10eacdf5311f492ea276ae1efd60df28788f529a2d5e458d922e1a
2012-03,ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,01 TO 05,92,New Generation,1980,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,90,52,4,52 years 04 months,5217.391304347826,False,,S6344803A,4c0737c6d8652f949a6683b5b963d1f347f5d5417cc8ec63a05b2846e3497285
