month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason
2012-03,ANG MO KIO,2 ROOM,172,ANG MO KIO AVE 4,06 TO 10,45,Improved,1986,250000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1,58,4,58 years 04 months,5555.555555555556,False,
2012-03,ANG MO KIO,2 ROOM,510,ANG MO KIO AVE 8,01 TO 05,44,Improved,1980,265000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2,52,4,52 years 04 months,6022.727272727273,False,
2012-03,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,06 TO 10,68,New Generation,1980,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,3,52,4,52 years 04 months,4632.35294117647,False,
2012-03,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,01 TO 05,67,New Generation,1984,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4,56,4,56 years 04 months,4776.119402985075,False,
2012-03,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,06 TO 10,67,New Generation,1980,321000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,5,52,4,52 years 04 months,4791.044776119403,False,
2012-03,ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,01 TO 05,68,New Generation,1981,321000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6,53,4,53 years 04 months,4720.588235294118,False,
2012-03,ANG MO KIO,3 ROOM,110,ANG MO KIO AVE 4,01 TO 05,67,New Generation,1978,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,7,50,4,50 years 04 months,4820.895522388059,False,
2012-03,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,01 TO 05,67,New Generation,1979,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,8,51,4,51 years 04 months,4850.746268656716,False,
2012-03,ANG MO KIO,3 ROOM,476,ANG MO KIO AVE 10,11 TO 15,67,New Generation,1979,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,9,51,4,51 years 04 months,4895.522388059701,False,
2012-03,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,01 TO 05,67,New Generation,1985,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,10,57,4,57 years 04 months,4925.373134328358,False,
2012-03,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,11 TO 15,68,New Generation,1981,331000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,11,53,4,53 years 04 months,4867.64705882353,False,
2012-03,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1980,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,12,52,4,52 years 04 months,4955.223880597015,False,
2012-03,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,01 TO 05,68,New Generation,1980,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,13,52,4,52 years 04 months,4897.058823529412,False,
2012-03,ANG MO KIO,3 ROOM,405,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1979,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,14,51,4,51 years 04 months,4970.149253731343,False,
2012-03,ANG MO KIO,3 ROOM,548,ANG MO KIO AVE 10,01 TO 05,68,New Generation,1981,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,15,53,4,53 years 04 months,4926.470588235294,False,
2012-03,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16,50,4,50 years 04 months,5014.925373134329,False,
2012-03,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,06 TO 10,67,New Generation,1980,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17,52,4,52 years 04 months,5014.925373134329,False,
2012-03,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1977,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,18,49,4,49 years 04 months,5014.925373134329,False,
2012-03,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,06 TO 10,68,New Generation,1981,338000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,19,53,4,53 years 04 months,4970.588235294118,False,
2012-03,ANG MO KIO,3 ROOM,114,ANG MO KIO AVE 4,01 TO 05,73,New Generation,1978,339000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,20,50,4,50 years 04 months,4643.835616438356,False,
2012-03,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,06 TO 10,68,New Generation,1981,339000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,21,53,4,53 years 04 months,4985.294117647059,False,
2012-03,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,06 TO 10,68,New Generation,1981,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,22,53,4,53 years 04 months,5000.0,False,
2012-03,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1978,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,23,50,4,50 years 04 months,5074.626865671642,False,
2012-03,ANG MO KIO,3 ROOM,157,ANG MO KIO AVE 4,01 TO 05,69,New Generation,1980,342000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24,52,4,52 years 04 months,4956.521739130435,False,
2012-03,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,01 TO 05,67,New Generation,1980,342000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,25,52,4,52 years 04 months,5104.477611940299,False,
2012-03,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1976,347000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,26,48,4,48 years 04 months,5179.104477611941,False,
2012-03,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,01 TO 05,74,New Generation,1979,348000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,27,51,4,51 years 04 months,4702.7027027027025,False,
2012-03,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,16 TO 20,68,New Generation,1981,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,28,53,4,53 years 04 months,5147.058823529412,False,
2012-03,ANG MO KIO,3 ROOM,201,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1977,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,29,49,4,49 years 04 months,5223.880597014925,False,
2012-03,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,06 TO 10,67,New Generation,1980,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,30,52,4,52 years 04 months,5223.880597014925,False,
2012-03,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,11 TO 15,67,New Generation,1980,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,31,52,4,52 years 04 months,5223.880597014925,False,
2012-03,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1979,353000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,32,51,4,51 years 04 months,5268.6567164179105,False,
2012-03,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,11 TO 15,68,New Generation,1980,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33,52,4,52 years 04 months,5220.588235294118,False,
2012-03,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,06 TO 10,68,New Generation,1980,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,34,52,4,52 years 04 months,5250.0,False,
2012-03,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,35,50,4,50 years 04 months,5343.2835820895525,False,
2012-03,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,36,50,4,50 years 04 months,5373.134328358209,False,
2012-03,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,01 TO 05,74,New Generation,1979,363000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,37,51,4,51 years 04 months,4905.405405405405,False,
2012-03,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,11 TO 15,68,New Generation,1980,367000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,38,52,4,52 years 04 months,5397.058823529412,False,
2012-03,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,06 TO 10,73,New Generation,1976,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,39,48,4,48 years 04 months,5041.095890410959,False,
2012-03,ANG MO KIO,3 ROOM,103,ANG MO KIO AVE 3,06 TO 10,73,New Generation,1978,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,40,50,4,50 years 04 months,5041.095890410959,False,
2012-03,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1979,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,41,51,4,51 years 04 months,5492.537313432836,False,
2012-03,ANG MO KIO,3 ROOM,127,ANG MO KIO AVE 3,01 TO 05,67,New Generation,1978,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,42,50,4,50 years 04 months,5492.537313432836,False,
2012-03,ANG MO KIO,3 ROOM,159,ANG MO KIO AVE 4,01 TO 05,82,New Generation,1980,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,43,52,4,52 years 04 months,4487.804878048781,False,
2012-03,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1978,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44,50,4,50 years 04 months,5522.388059701492,False,
2012-03,ANG MO KIO,3 ROOM,418,ANG MO KIO AVE 10,06 TO 10,74,New Generation,1979,373000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,46,51,4,51 years 04 months,5040.540540540541,False,
2012-03,ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1979,377000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47,51,4,51 years 04 months,5626.865671641791,False,
2012-03,ANG MO KIO,3 ROOM,120,ANG MO KIO AVE 3,06 TO 10,67,New Generation,1978,379000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,48,50,4,50 years 04 months,5656.7164179104475,False,
2012-03,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,11 TO 15,74,New Generation,1979,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,49,51,4,51 years 04 months,5135.135135135135,False,
2012-03,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,11 TO 15,74,New Generation,1979,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,50,51,4,51 years 04 months,5135.135135135135,False,
2012-03,ANG MO KIO,3 ROOM,173,ANG MO KIO AVE 4,01 TO 05,83,New Generation,1982,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,51,54,4,54 years 04 months,4578.313253012048,False,
2012-03,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,01 TO 05,82,New Generation,1981,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,52,53,4,53 years 04 months,4634.1463414634145,False,
2012-03,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,11 TO 15,74,New Generation,1979,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,53,51,4,51 years 04 months,5202.7027027027025,False,
2012-03,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,01 TO 05,81,New Generation,1980,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,54,52,4,52 years 04 months,4753.086419753086,False,
2012-03,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,11 TO 15,67,New Generation,1978,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,55,50,4,50 years 04 months,5820.895522388059,False,
2012-03,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,01 TO 05,73,New Generation,1978,392000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,56,50,4,50 years 04 months,5369.86301369863,False,
2012-03,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,01 TO 05,82,New Generation,1980,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,57,52,4,52 years 04 months,4853.658536585366,False,
2012-03,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,01 TO 05,82,New Generation,1980,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,58,52,4,52 years 04 months,4853.658536585366,False,
2012-03,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,06 TO 10,82,New Generation,1980,399000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,59,52,4,52 years 04 months,4865.8536585365855,False,
2012-03,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,01 TO 05,81,New Generation,1980,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,60,52,4,52 years 04 months,4938.271604938272,False,
2012-03,ANG MO KIO,3 ROOM,587,ANG MO KIO AVE 3,01 TO 05,82,New Generation,1979,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,61,51,4,51 years 04 months,4878.048780487805,False,
2012-03,ANG MO KIO,3 ROOM,114,ANG MO KIO AVE 4,01 TO 05,88,New Generation,1978,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,62,50,4,50 years 04 months,4545.454545454545,False,
2012-03,ANG MO KIO,4 ROOM,218,ANG MO KIO AVE 1,01 TO 05,82,New Generation,1976,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,63,48,4,48 years 04 months,4878.048780487805,False,
2012-03,ANG MO KIO,3 ROOM,320,ANG MO KIO AVE 1,06 TO 10,73,New Generation,1977,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,64,49,4,49 years 04 months,5520.54794520548,False,
2012-03,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,06 TO 10,73,New Generation,1978,411000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,65,50,4,50 years 04 months,5630.13698630137,False,
2012-03,ANG MO KIO,4 ROOM,601,ANG MO KIO AVE 5,01 TO 05,91,New Generation,1980,411000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,66,52,4,52 years 04 months,4516.483516483517,False,
2012-03,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,11 TO 15,73,New Generation,1978,414000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,67,50,4,50 years 04 months,5671.232876712329,False,
2012-03,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,06 TO 10,73,New Generation,1978,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,68,50,4,50 years 04 months,5726.027397260274,False,
2012-03,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,06 TO 10,82,New Generation,1980,426888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,69,52,4,52 years 04 months,5205.951219512195,False,
2012-03,ANG MO KIO,4 ROOM,108,ANG MO KIO AVE 4,06 TO 10,92,New Generation,1978,427000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,70,50,4,50 years 04 months,4641.304347826087,False,
2012-03,ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,11 TO 15,82,New Generation,1984,428000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,71,56,4,56 years 04 months,5219.512195121952,False,
2012-03,ANG MO KIO,4 ROOM,105,ANG MO KIO AVE 4,06 TO 10,92,New Generation,1978,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,72,50,4,50 years 04 months,4673.913043478261,False,
2012-03,ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1979,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,73,51,4,51 years 04 months,4706.521739130435,False,
2012-03,ANG MO KIO,4 ROOM,543,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1981,434000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,74,53,4,53 years 04 months,4717.391304347826,False,
2012-03,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,06 TO 10,89,New Generation,1979,434800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,75,51,4,51 years 04 months,4885.393258426966,False,
2012-03,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,06 TO 10,89,New Generation,1979,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,76,51,4,51 years 04 months,4887.640449438202,False,
2012-03,ANG MO KIO,4 ROOM,442,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1979,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,77,51,4,51 years 04 months,4782.608695652174,False,
2012-03,ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,01 TO 05,92,New Generation,1979,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,78,51,4,51 years 04 months,4815.217391304348,False,
2012-03,ANG MO KIO,4 ROOM,542,ANG MO KIO AVE 10,11 TO 15,93,New Generation,1981,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,79,53,4,53 years 04 months,4784.94623655914,False,
2012-03,ANG MO KIO,4 ROOM,544,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1981,448000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,80,53,4,53 years 04 months,4869.565217391304,False,
2012-03,ANG MO KIO,4 ROOM,335,ANG MO KIO AVE 1,01 TO 05,91,New Generation,1982,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,81,54,4,54 years 04 months,5000.0,False,
2012-03,ANG MO KIO,4 ROOM,475,ANG MO KIO AVE 10,11 TO 15,91,New Generation,1979,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,82,51,4,51 years 04 months,5000.0,False,
2012-03,ANG MO KIO,4 ROOM,572,ANG MO KIO AVE 3,01 TO 05,92,New Generation,1979,457000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,83,51,4,51 years 04 months,4967.391304347826,False,
2012-03,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,06 TO 10,88,New Generation,1978,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,84,50,4,50 years 04 months,5227.272727272727,False,
2012-03,ANG MO KIO,4 ROOM,208,ANG MO KIO AVE 1,06 TO 10,88,New Generation,1976,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,85,48,4,48 years 04 months,5227.272727272727,False,
2012-03,ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,06 TO 10,92,New Generation,1977,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,86,49,4,49 years 04 months,5000.0,False,
2012-03,ANG MO KIO,4 ROOM,435,ANG MO KIO AVE 10,06 TO 10,92,New Generation,1979,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,87,51,4,51 years 04 months,5195.652173913043,False,
2012-03,ANG MO KIO,4 ROOM,128,ANG MO KIO AVE 3,11 TO 15,92,New Generation,1978,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,88,50,4,50 years 04 months,5195.652173913043,False,
2012-03,ANG MO KIO,4 ROOM,467,ANG MO KIO AVE 10,11 TO 15,92,New Generation,1979,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,89,51,4,51 years 04 months,5217.391304347826,False,
2012-03,ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,01 TO 05,92,New Generation,1980,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,90,52,4,52 years 04 months,5217.391304347826,False,
2012-03,ANG MO KIO,4 ROOM,504,ANG MO KIO AVE 8,01 TO 05,93,New Generation,1980,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,91,52,4,52 years 04 months,5161.290322580645,False,
2012-03,ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,01 TO 05,92,New Generation,1979,481000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,92,51,4,51 years 04 months,5228.260869565217,False,
2012-03,ANG MO KIO,4 ROOM,434,ANG MO KIO AVE 10,11 TO 15,92,New Generation,1979,493000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,93,51,4,51 years 04 months,5358.695652173913,False,
2012-03,ANG MO KIO,4 ROOM,346,ANG MO KIO AVE 3,06 TO 10,98,New Generation,1978,505000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,94,50,4,50 years 04 months,5153.061224489796,False,
2012-03,ANG MO KIO,4 ROOM,638,ANG MO KIO AVE 6,06 TO 10,91,New Generation,1980,508000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,95,52,4,52 years 04 months,5582.417582417583,False,
2012-03,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,06 TO 10,117,Standard,1978,515000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,96,50,4,50 years 04 months,4401.709401709401,False,
2012-03,ANG MO KIO,4 ROOM,354,ANG MO KIO ST 32,01 TO 05,95,Model A,2001,518000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,97,73,4,73 years 04 months,5452.631578947368,False,
2012-03,ANG MO KIO,4 ROOM,348,ANG MO KIO AVE 3,06 TO 10,98,New Generation,1978,533000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,98,50,4,50 years 04 months,5438.775510204082,False,
2012-03,ANG MO KIO,4 ROOM,351,ANG MO KIO ST 32,06 TO 10,95,Model A,2001,538000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,100,73,4,73 years 04 months,5663.1578947368425,False,
2012-03,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,01 TO 05,121,Improved,1980,550000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,101,52,4,52 years 04 months,4545.454545454545,False,
2012-03,ANG MO KIO,4 ROOM,700A,ANG MO KIO AVE 6,11 TO 15,90,Model A,2003,596000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,103,75,4,75 years 04 months,6622.222222222223,False,
2012-03,ANG MO KIO,4 ROOM,596D,ANG MO KIO ST 52,21 TO 25,91,Model A,2003,600000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,104,75,4,75 years 04 months,6593.406593406594,False,
2012-03,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,11 TO 15,121,Improved,1980,603000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,105,52,4,52 years 04 months,4983.471074380165,False,
2012-03,ANG MO KIO,5 ROOM,460,ANG MO KIO AVE 10,06 TO 10,120,Improved,1980,605000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,106,52,4,52 years 04 months,5041.666666666667,False,
2012-03,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,11 TO 15,91,Model A,2003,610000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,107,75,4,75 years 04 months,6703.2967032967035,False,
2012-03,ANG MO KIO,5 ROOM,437,ANG MO KIO AVE 10,06 TO 10,119,Improved,1979,620000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,108,51,4,51 years 04 months,5210.084033613445,False,
2012-03,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,06 TO 10,119,Improved,1980,623000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,109,52,4,52 years 04 months,5235.294117647059,False,
2012-03,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,06 TO 10,138,Model A,1996,630000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,110,68,4,68 years 04 months,4565.217391304348,False,
2012-03,ANG MO KIO,4 ROOM,596C,ANG MO KIO ST 52,21 TO 25,91,Model A,2002,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,111,74,4,74 years 04 months,6978.021978021978,False,
2012-03,ANG MO KIO,5 ROOM,316A,ANG MO KIO ST 31,01 TO 05,110,Improved,2006,655000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,112,78,4,78 years 04 months,5954.545454545455,False,
