month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,_fail_reason,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-03,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,01 TO 05,165,Multi Generation,1987,900000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,302,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-03,TAMPINES,MULTI-GENERATION,460,TAMPINES ST 42,01 TO 05,166,Multi Generation,1987,760000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1889,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-04,YISHUN,MULTI-GENERATION,633,YISHUN ST 61,06 TO 10,164,Multi Generation,1987,720000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4515,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-05,BISHAN,MULTI-GENERATION,148,BISHAN ST 11,06 TO 10,134,Multi Generation,1987,790000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,4783,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-05,YISHUN,MULTI-GENERATION,633,YISHUN ST 61,01 TO 05,171,Multi Generation,1987,680000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6835,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-05,YISHUN,MULTI-GENERATION,605,YISHUN ST 61,06 TO 10,163,Multi Generation,1988,708000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6837,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-06,TAMPINES,MULTI-GENERATION,460,TAMPINES ST 42,07 TO 09,132,Multi Generation,1987,610000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,8448,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-07,HOUGANG,5 ROOM,312,HOUGANG AVE 5,01 TO 03,133,Improved-Maisonette,1983,628000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,9716,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-08,HOUGANG,5 ROOM,312,HOUGANG AVE 5,01 TO 03,137,Improved-Maisonette,1983,668000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,11844,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-09,BISHAN,MULTI-GENERATION,148,BISHAN ST 11,04 TO 06,165,Multi Generation,1987,905000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,13323,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-09,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,07 TO 09,165,Multi Generation,1987,980000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,13325,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-09,TAMPINES,EXECUTIVE,498E,TAMPINES ST 45,07 TO 09,147,Premium Maisonette,1997,715000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,14516,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-10,TAMPINES,EXECUTIVE,498L,TAMPINES ST 45,07 TO 09,147,Premium Maisonette,1997,735000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16433,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-10,TAMPINES,EXECUTIVE,498H,TAMPINES ST 45,07 TO 09,147,Premium Maisonette,1997,750000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16435,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-11,TAMPINES,MULTI-GENERATION,460,TAMPINES ST 42,04 TO 06,166,Multi Generation,1987,970000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,18200,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-12,BISHAN,MULTI-GENERATION,148,BISHAN ST 11,04 TO 06,134,Multi Generation,1987,810000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,18695,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-01,HOUGANG,5 ROOM,122,HOUGANG AVE 1,01 TO 03,133,Improved-Maisonette,1983,700000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,20607,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-01,TAMPINES,MULTI-GENERATION,460,TAMPINES ST 42,01 TO 03,166,Multi Generation,1987,790000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,21298,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-01,YISHUN,MULTI-GENERATION,666,YISHUN AVE 4,04 TO 06,151,Multi Generation,1987,710000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,21643,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-03,HOUGANG,5 ROOM,122,HOUGANG AVE 1,01 TO 03,133,Improved-Maisonette,1983,700000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,23057,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-03,YISHUN,MULTI-GENERATION,633,YISHUN ST 61,04 TO 06,159,Multi Generation,1987,726000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,23835,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-04,TAMPINES,MULTI-GENERATION,454,TAMPINES ST 42,10 TO 12,166,Multi Generation,1987,920000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,25204,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-06,HOUGANG,5 ROOM,312,HOUGANG AVE 5,01 TO 03,133,Improved-Maisonette,1983,642000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,27657,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-06,YISHUN,MULTI-GENERATION,666,YISHUN AVE 4,04 TO 06,164,Multi Generation,1987,767000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,28449,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-08,YISHUN,MULTI-GENERATION,605,YISHUN ST 61,10 TO 12,147,Multi Generation,1988,753888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,31287,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2013-10,YISHUN,MULTI-GENERATION,633,YISHUN ST 61,10 TO 12,164,Multi Generation,1987,703000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,33890,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-03,YISHUN,MULTI-GENERATION,666,YISHUN AVE 4,10 TO 12,164,Multi Generation,1987,730000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,39608,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-04,TAMPINES,EXECUTIVE,498L,TAMPINES ST 45,07 TO 09,147,Premium Maisonette,1997,740000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,40890,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-05,YISHUN,MULTI-GENERATION,605,YISHUN ST 61,10 TO 12,147,Multi Generation,1988,690000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,42611,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-07,HOUGANG,5 ROOM,122,HOUGANG AVE 1,01 TO 03,133,Improved-Maisonette,1983,670000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,44363,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-09,YISHUN,MULTI-GENERATION,632,YISHUN ST 61,04 TO 06,147,Multi Generation,1987,686000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,47988,flat_type is null or a statistical rarity/outlier (<0.05% frequency); flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2014-12,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,34 TO 36,95,Type S1,2011,900000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,51252,flat_model is null or a statistical rarity/outlier (<0.05% frequency),,,,,,,
2012-03,ANG MO KIO,3 ROOM,173,ANG MO KIO AVE 4,01 TO 05,83,New Generation,1982,372000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,45,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,01 TO 05,121,Improved,1980,538000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,99,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,06 TO 10,119,Improved,1980,590000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,102,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,ANG MO KIO,5 ROOM,350,ANG MO KIO ST 32,11 TO 15,110,Improved,2001,670000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,114,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BEDOK,3 ROOM,504,BEDOK NTH ST 3,01 TO 05,59,Improved,1978,294000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,123,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BEDOK,3 ROOM,126,BEDOK NTH ST 2,01 TO 05,67,New Generation,1978,316000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,143,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BEDOK,3 ROOM,4,BEDOK STH AVE 1,01 TO 05,65,Improved,1976,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,149,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BEDOK,4 ROOM,80,BEDOK NTH RD,01 TO 05,91,New Generation,1978,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,184,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BEDOK,4 ROOM,80,BEDOK NTH RD,01 TO 05,91,New Generation,1978,408000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,192,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BISHAN,4 ROOM,267,BISHAN ST 24,06 TO 10,104,Model A,1992,504000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,268,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BISHAN,5 ROOM,156,BISHAN ST 13,06 TO 10,121,Improved,1988,630000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,284,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BISHAN,EXECUTIVE,257,BISHAN ST 22,06 TO 10,148,Maisonette,1992,728000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,295,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT BATOK,3 ROOM,416,BT BATOK WEST AVE 4,01 TO 05,73,Model A,1987,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,307,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT BATOK,3 ROOM,212,BT BATOK ST 21,06 TO 10,67,New Generation,1985,341000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,338,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT BATOK,5 ROOM,257,BT BATOK EAST AVE 4,01 TO 05,121,Improved,1985,461000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,379,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT MERAH,2 ROOM,76,TELOK BLANGAH DR,11 TO 15,44,Improved,1978,292000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,411,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT MERAH,3 ROOM,44,TELOK BLANGAH DR,01 TO 05,65,Improved,1976,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,419,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,BUKIT MERAH,5 ROOM,75C,REDHILL RD,16 TO 20,115,Improved,2007,823000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,510,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,CHOA CHU KANG,4 ROOM,485A,CHOA CHU KANG AVE 5,06 TO 10,101,Model A,1999,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,623,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,CLEMENTI,4 ROOM,716,CLEMENTI WEST ST 2,06 TO 10,91,New Generation,1981,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,746,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,GEYLANG,3 ROOM,60,CIRCUIT RD,01 TO 05,56,Standard,1969,285000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,776,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,GEYLANG,3 ROOM,37,CIRCUIT RD,11 TO 15,58,Standard,1972,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,786,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,GEYLANG,4 ROOM,10,EUNOS CRES,11 TO 15,91,New Generation,1978,492000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,824,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,HOUGANG,3 ROOM,632,HOUGANG AVE 8,06 TO 10,64,Simplified,1986,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,848,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,HOUGANG,3 ROOM,322,HOUGANG AVE 5,01 TO 05,67,New Generation,1983,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,852,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,HOUGANG,3 ROOM,658,HOUGANG AVE 8,06 TO 10,74,Model A,1987,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,863,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,HOUGANG,4 ROOM,965,HOUGANG AVE 9,01 TO 05,101,Model A,1999,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,899,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,302,JURONG EAST ST 32,01 TO 05,68,New Generation,1983,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,962,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,264,JURONG EAST ST 24,01 TO 05,68,New Generation,1983,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,963,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,302,JURONG EAST ST 32,01 TO 05,67,New Generation,1983,318000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,964,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,257,JURONG EAST ST 24,06 TO 10,67,New Generation,1983,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,966,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,302,JURONG EAST ST 32,01 TO 05,68,New Generation,1983,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,967,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,101,JURONG EAST ST 13,11 TO 15,68,New Generation,1983,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,978,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG EAST,3 ROOM,101,JURONG EAST ST 13,11 TO 15,68,New Generation,1983,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,986,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,3 ROOM,209,BOON LAY PL,11 TO 15,65,Improved,1976,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1039,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,3 ROOM,209,BOON LAY PL,11 TO 15,65,Improved,1976,308000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1041,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,4 ROOM,940,JURONG WEST ST 91,06 TO 10,104,Model A,1989,376000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1063,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,4 ROOM,836,JURONG WEST ST 81,11 TO 15,109,Model A,1993,417000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1104,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,5 ROOM,814,JURONG WEST ST 81,06 TO 10,121,Improved,1990,458000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1139,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,JURONG WEST,5 ROOM,652C,JURONG WEST ST 61,01 TO 05,111,Improved,2002,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1161,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,KALLANG/WHAMPOA,3 ROOM,85,WHAMPOA DR,01 TO 05,65,Improved,1974,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1205,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,01 TO 05,66,Improved,1974,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1209,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,01 TO 05,63,Standard,1981,313888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1212,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,06 TO 10,63,Standard,1981,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1216,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,06 TO 10,65,Improved,1974,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1217,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,PASIR RIS,4 ROOM,229,PASIR RIS ST 21,01 TO 05,107,Model A,1993,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1284,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,QUEENSTOWN,3 ROOM,62,C'WEALTH DR,06 TO 10,56,Standard,1983,331000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1469,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,QUEENSTOWN,3 ROOM,12,HOLLAND AVE,16 TO 20,65,Improved,1975,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1487,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,SEMBAWANG,5 ROOM,467B,ADMIRALTY DR,01 TO 05,118,Premium Apartment,2001,424000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1519,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,SEMBAWANG,5 ROOM,359C,ADMIRALTY DR,06 TO 10,111,Premium Apartment,2001,463000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1536,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,SENGKANG,5 ROOM,291D,COMPASSVALE ST,06 TO 10,110,Improved,2001,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1608,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TAMPINES,3 ROOM,826,TAMPINES ST 81,01 TO 05,67,New Generation,1987,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1724,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TAMPINES,4 ROOM,843,TAMPINES ST 83,01 TO 05,84,Simplified,1988,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1757,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TAMPINES,4 ROOM,165,SIMEI RD,06 TO 10,104,Model A,1989,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1796,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,01 TO 05,142,Apartment,1985,681000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1884,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,01 TO 05,66,Improved,1973,277000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1892,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TOA PAYOH,3 ROOM,4,LOR 7 TOA PAYOH,01 TO 05,68,Improved,1969,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1902,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TOA PAYOH,3 ROOM,199,TOA PAYOH NTH,06 TO 10,65,Improved,1982,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1912,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,06 TO 10,67,Improved,1971,335000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1913,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,TOA PAYOH,3 ROOM,116,LOR 2 TOA PAYOH,16 TO 20,63,Improved,1970,372000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1930,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,3 ROOM,18,MARSILING LANE,01 TO 05,60,Improved,1987,250000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1967,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,3 ROOM,23,MARSILING DR,11 TO 15,67,New Generation,1977,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1977,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,3 ROOM,160,WOODLANDS ST 13,06 TO 10,73,Model A,1990,356000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2010,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,4 ROOM,860,WOODLANDS ST 83,06 TO 10,106,Model A,1996,414180,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2080,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
2012-03,WOODLANDS,5 ROOM,718,WOODLANDS AVE 6,01 TO 05,120,Improved,1997,436000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,2119,duplicate composite key (all columns except resale_price identical); lower price discarded,,,,,,,
